ID,Form_ID,Cognateset_ID,Source,source_comment,Comment
798,798,hand-A,BurrowEmeneau1961[183],,DED2023
799,799,hand-A,BurrowEmeneau1961[183],,Set - 2023
800,800,hand-A,BurrowEmeneau1961[183],,DED2023
801,801,hand-A,BurrowEmeneau1961[183],,Set - 2023
802,802,hand-A,BurrowEmeneau1961[183],,Set - 2023
803,803,hand-A,BurrowEmeneau1961[183],,Set - 2023
804,804,hand-A,BurrowEmeneau1961[183],,Set - 2023
805,805,hand-A,BurrowEmeneau1961[183],,Set - 2023
806,806,hand-A,,Kolipakam,"High quality look alike, but not in the DED Set - 2023 pg. 183"
807,807,hand-B,,Kolipakam,No obvious cognate or entry in DED
808,808,hand-C,,Kolipakam,No obvious cognate or entry in DED
809,809,head-A,BurrowEmeneau1961[269],,DED3103
810,810,head-A,Andronov1964,,
811,811,head-A,BurrowEmeneau1961[269],,set : 3103
812,812,head-A,BurrowEmeneau1961[269],,DED3103
813,813,head-A,,Kolipakam,"High quality look alike of set: 3103 (pg:269), but not in DED list."
814,814,head-A,BurrowEmeneau1961[269],,DED3103
815,815,head-A,Andronov1964;BurrowEmeneau1961[269],,; set : 3103
816,816,head-A,BurrowEmeneau1961[269],,DED3103
817,817,head-A,BurrowEmeneau1961[269],,set : 3103
818,818,head-A,Andronov1964;BurrowEmeneau1961[269],,; set : 3103
819,819,head-A,Andronov1964;BurrowEmeneau1961[269],,; set : 3103
820,820,head-A,,Kolipakam,"High quality look alike of set: 3103 (pg:269), but not in DED list."
821,821,head-B,,Kolipakam,"High quality look alike of set: 4682 (pg:414), but not in DED list."
822,822,head-B,,Kolipakam,high quality look alike to set : 4682
823,823,head-B,BurrowEmeneau1961[414],,set : 4682
824,824,head-B,BurrowEmeneau1961[414],,DED4682
825,825,head-B,BurrowEmeneau1961[414],,set : 4682
826,826,head-B,BurrowEmeneau1961[414],,set : 4682
827,827,head-C,BurrowEmeneau1961[149],,DED1630
828,828,head-C,BurrowEmeneau1961[149],,Set 1630
829,829,head-D,,Kolipakam,Loanword from sanskrit - Sirass
830,830,head-E,,Kolipakam,No obvious cognates or link in DED
831,831,hear-A,,Dunn,doubtful lookalike (cf kelpa- forms in DED)
832,832,hear-A,,Dunn,clear cognate
833,833,hear-A,BurrowEmeneau1961,,DED2017
834,834,hear-A,Andronov1964,,
835,835,hear-A,Andronov1964,,
836,836,hear-A,BurrowEmeneau1961,,DED2017
837,837,hear-A,Andronov1964,,
838,838,hear-A,Andronov1964,,
839,839,hear-A,Andronov1964,,identical to sister forms
840,840,hear-A,Andronov1964,,"Tu. kēṇuni to hear, be attentive to, obey, ask, inquire, request."
841,841,hear-A,Andronov1964,,identical to sister forms
842,842,hear-C,,Dunn,lookalike
843,843,hear-D,BurrowEmeneau1961[502],,DED5516
844,844,hear-D,BurrowEmeneau1961[502],,DED5516
845,845,hear-D,BurrowEmeneau1961[502],,DED5516
846,846,hear-D,BurrowEmeneau1961[DED5516],,
847,847,hear-D,BurrowEmeneau1961[502],,DED5516
848,848,hear-D,Andronov1964;BurrowEmeneau1961[DED5516],,; 
849,849,hear-D,BurrowEmeneau1961[502],,DED5516
850,850,heart-A,Andronov1964,,"Tu. tigalè 'breast, chest'; Ka. (PBh.)"
851,851,heart-A,,Dunn,Same as the other forms tagged as Skt loans by Andronov
852,852,heart-A,Andronov1964,,
853,853,heart-A,Andronov1964,,
854,854,heart-A,Andronov1964,,
855,855,heart-B,BurrowEmeneau1961[155],,DED1693
856,856,heart-B,,Kolipakam,"Similar to DED1693, not in DED list"
857,857,heart-B,BurrowEmeneau1961[DED1693],,Ko. gunḍer kaya heart;
858,858,heart-B,BurrowEmeneau1961[DED1693],,"Te. guṇḍe, guṇḍelu, guṇḍiya the chest, heart, courage, boldness"
859,859,heart-C,BurrowEmeneau1961[333],,DED3736
860,860,heart-C,BurrowEmeneau1961[DED3736],,"not listed in DED, but a clear member of this class"
861,861,heart-D,,Dunn,"Singleton, not in DED"
862,862,heart-E,,Dunn,apparent singleton
863,863,heart-F,BurrowEmeneau1961[DED698],,"ugli ""heart, mind"""
864,864,heart-G,,Kolipakam,"Similar to hindi/sanskrit word ""pran/pa:n"" for life."
865,865,heart-H,BurrowEmeneau1961[062],,DED645
866,866,heart-I,,Kolipakam,No obvioous cognate or no entry in DED
867,867,heart-J,,Kolipakam,No obvioous cognate or entry in DED
868,868,horn-A,,Kolipakam,"High quality look alike to set - 2115(pg.191), but not in DED list"
869,869,horn-A,,Kolipakam,High-quality look alike to set - 2115
870,870,horn-A,Andronov1964;BurrowEmeneau1961[191],,; set - 2115
871,871,horn-A,BurrowEmeneau1961[191],,set - 2115
872,872,horn-A,BurrowEmeneau1961[191],,DED2115
873,873,horn-A,,Kolipakam,"High quality look alike to set - 2115(pg.191), but not in DED list"
874,874,horn-A,Andronov1964;BurrowEmeneau1961[191],,; set - 2115
875,875,horn-A,Andronov1964;BurrowEmeneau1961[191],,; set - 2115
876,876,horn-A,Andronov1964,,
877,877,horn-A,BurrowEmeneau1961[191],,set - 2115
878,878,horn-A,,Kolipakam,"High quality look alike to set - 2115(pg.191), but not in DED list"
879,879,horn-B,,Kolipakam,Self - identified.
880,880,horn-C,BurrowEmeneau1961[378],,DED4720
881,881,horn-C,BurrowEmeneau1961[378],,DED4720
882,882,horn-C,BurrowEmeneau1961[417],,Set 4720
883,883,horn-D,,Kolipakam,Self - identified.
884,884,horn-E,BurrowEmeneau1961[197],,DED2200
885,885,horn-E,BurrowEmeneau1961[197],,DED2200
886,886,kill-A,Andronov1964,,
887,887,kill-A,BurrowEmeneau1961[DED2132],,
888,888,kill-A,Andronov1964,,
889,889,kill-A,Andronov1964,,
890,890,kill-A,BurrowEmeneau1961[DED2132],,
891,891,kill-B,BurrowEmeneau1961[212],,DEd2426
892,892,kill-B,Andronov1964;BurrowEmeneau1961[212],,; DED2426
893,893,kill-C,BurrowEmeneau1961[DED1942],,
894,894,kill-C,BurrowEmeneau1961[DED1942],,Similar forms cited (difference suffix?)
895,895,kill-D,,Dunn,apparent singleton
896,896,kill-E,BurrowEmeneau1961[207],,DED2343
897,897,kill-E,BurrowEmeneau1961[207],,DED2343
898,898,kill-F,,Dunn,"apparent singleton, not similar enough to DED2132 /cognate/86/"
899,899,kill-G,BurrowEmeneau1961[DED4044],,
900,900,kill-H,BurrowEmeneau1961[266],,DED3068
901,901,kill-I,BurrowEmeneau1961[29],,DED309
902,902,kill-J,,Kolipakam,No obvious cognates or entry in DED
903,903,kill-K,,Kolipakam,Khatam ki - simiar to hindi word for finishing off - or killing - khatam
904,904,knee-A,BurrowEmeneau1961[448],,Set - 4990
905,905,knee-A,BurrowEmeneau1961[448],,DED4990
906,906,knee-A,,Kolipakam,"High quality look alike to Set - 4490(pg.448), but not in list."
907,907,knee-A,BurrowEmeneau1961[448],,DED4990
908,908,knee-A,BurrowEmeneau1961[448],,Set - 4990
909,909,knee-A,BurrowEmeneau1961[448],,Set 4990
910,910,knee-A,BurrowEmeneau1961[448],,Set - 4490
911,911,knee-A,BurrowEmeneau1961[448],,Set - 4490
912,912,knee-A,,Kolipakam,"High quality look alike to Set - 4490(pg.448), but not in list."
913,913,knee-B,BurrowEmeneau1961[413],,Set - 4677
914,914,knee-B,,Kolipakam,"High quality look alike to Set - 4677(pg.413), but not in list."
915,915,knee-B,BurrowEmeneau1961[413],,DED4677
916,916,knee-C,,Kolipakam,"High quality look alike to Set - 4935(pg.442), but not in list."
917,917,knee-C,BurrowEmeneau1961[442],,DED4935
918,918,knee-C,BurrowEmeneau1961[442],,Set - 4935
919,919,knee-C,BurrowEmeneau1961[442],,Set - 4935
920,920,knee-C,,Kolipakam,High quality look alike to Set 4935 (pg.442) but not in list.
921,921,knee-C,BurrowEmeneau1961[442],,Set - 4935
922,922,knee-D,,Kolipakam,Self-identified
923,923,knee-E,,Kolipakam,Self-identified
924,924,knee-F,,Kolipakam,
925,925,knee-G,BurrowEmeneau1961,,DED2983
926,926,knee-H,BurrowEmeneau1961,,DED5249
927,927,knee-I,,Kolipakam,No obvious cognate or entry in DED
928,928,know-A,BurrowEmeneau1961[DED314],,closely related lookalike to attested set
929,929,know-A,Andronov1964,,
930,930,know-A,BurrowEmeneau1961[DED314],,
931,931,know-A,Andronov1964;BurrowEmeneau1961[DED314],,; 
932,932,know-A,Andronov1964;BurrowEmeneau1961[DED314],,; 
933,933,know-A,Andronov1964;BurrowEmeneau1961[DED314],,; 
934,934,know-A,BurrowEmeneau1961[DED314],,
935,935,know-A,BurrowEmeneau1961[DED314],,
936,936,know-B,Andronov1964,,
937,937,know-C,BurrowEmeneau1961,,DED17
938,938,know-C,BurrowEmeneau1961[DED17],,
939,939,know-D,BurrowEmeneau1961[DED3433],,
940,940,know-D,BurrowEmeneau1961[DED3433],,
941,941,know-D,BurrowEmeneau1961[DED3433],,
942,942,know-D,BurrowEmeneau1961[DED3433],,
943,943,know-E,BurrowEmeneau1961[301],,DED3419
944,944,know-E,BurrowEmeneau1961[DED3419],,
945,945,know-E,BurrowEmeneau1961[DED3419],,
946,946,know-E,BurrowEmeneau1961[DED3419],,
947,947,know-F,,Dunn,apparentn singleton
948,948,know-F,,Dunn,apparentn singleton
949,949,know-G,,Kolipakam,No obvious cognate or entry in DED
950,950,know-H,,Kolipakam,No obvious cognate or entry in DED
951,951,know-I,,Kolipakam,No obvious cognates or entry in DED
952,952,know-J,,Kolipakam,No obvious cognates or entry in DED
953,953,know-K,,Kolipakam,No obvious cognates or entry in DED
954,954,know-L,,Kolipakam,No obvious cognates or entry in DED
955,955,leaf-A,,Dunn,same as sister languages
956,956,leaf-A,,Dunn,dubious lookalike (but see Kannada)
957,957,leaf-A,Andronov1964;BurrowEmeneau1961[DED497],,"; DED497: Ka. ele, ela id."
958,958,leaf-A,BurrowEmeneau1961[DED497],,DED497: Koḍ. elakaṇḍa id.
959,959,leaf-A,BurrowEmeneau1961[48],,DED497
960,960,leaf-A,Andronov1964;BurrowEmeneau1961[DED497],,; DED497: Ma. ila leaf;
961,961,leaf-A,Andronov1964;BurrowEmeneau1961[DED497],,"; DED497: Ta. ilai leaf, petal; (-pp-, -tt-) to become green. form ele is not given."
962,962,leaf-A,BurrowEmeneau1961[DED497],,DED497: To. es̱ id. (leaf)
963,963,leaf-A,BurrowEmeneau1961[DED497],,"DED497: Tu. elè, irè id."
964,964,leaf-A,,Dunn,same as sister languages
965,965,leaf-B,BurrowEmeneau1961[32],,DED335
966,966,leaf-B,,Kolipakam,high quality look alike
967,967,leaf-B,,Verkerk,High quality look-alike
968,968,leaf-B,Andronov1964;BurrowEmeneau1961[DED335],,"; DED335: Te. āku leaf, petal; (VPK also) seedlings of paddy for transplantation."
969,969,leaf-C,Andronov1964;BurrowEmeneau1961[DED775],,; DED775: Pa. ev id.
970,970,leaf-D,BurrowEmeneau1961[15],,DED141
971,971,leaf-E,,Kolipakam,No obvious cognates or entry in DED
972,972,leaf-F,,Kolipakam,No obvious cognates or entry in DED
973,973,leaf-G,,Kolipakam,No obvious cognates or entry in DED
974,974,leaf-H,,Kolipakam,"no obvious cognates or entry in DED, possible borrowing from IE"
975,975,lie-A,Andronov1964;BurrowEmeneau1961[DED1524],,"; apparent singleton (contra Andronov), who had it in /cognate/93/"
976,976,lie-A,BurrowEmeneau1961[141],,DED1524
977,977,lie-A,Andronov1964;BurrowEmeneau1961[DED1524],,"; apparent singleton (contra Andronov), who had it in /cognate/93/"
978,978,lie-B,Andronov1964,,
979,979,lie-C,BurrowEmeneau1961,,DED4652
980,980,lie-C,BurrowEmeneau1961,,DED4652
981,981,lie-C,Andronov1964;BurrowEmeneau1961[DED4652],,; 
982,982,lie-D,,Dunn,apparent singleton
983,983,lie-E,,Dunn,apparent singleton
984,984,lie-F,,Dunn,apparent singleton
985,985,lie-G,BurrowEmeneau1961[DED3852],Dunn,"contra Andronov, who had it in /cognate/93/; apparent singleton (contra Andronov), who had it in /cognate/93/"
986,986,lie-H,,Dunn,"This looks like a semantic mistake: See DED4459 Ta. pokkam lie, falsehood, deceit, fault; poccam, poccu lie, falsehood; fault, defect; poccai fault; poccāppu badness, evil, wickedness, fault. ? Ma. pokkar low people. Ka. boṅku to lie. Tu. boṅkuni to deny. Te. poccemu deceit, trick, defect, fault; boṅku to lie; n. a lie; false, untrue; boṅkincu to deceive, tempt; cause to tell a lie; boṅkari a liar; boṅkulã̄ḍu id.; fem. boṅkulã̄ḍi. Kuwi (S.) bōkinai to pretend; (Isr.) pōk- (-h-) to tell lies. Cf. 4531 Ta. poy. / Cf. Pkt. (DNM) phukkā = mithyā. DED(S) 3651."
987,987,lie-I,BurrowEmeneau1961[DED3852],,clear cognate
988,988,lie-I,BurrowEmeneau1961[DED3852],,clear cognate
989,989,lie-I,BurrowEmeneau1961[DED3852],,
990,990,lie-I,BurrowEmeneau1961[DED3852],,
991,991,lie-I,BurrowEmeneau1961[DED3852],,
992,992,lie-I,BurrowEmeneau1961[DED3852],,clear cognate
993,993,lie-J,,Kolipakam,Apparent singleton
994,994,lie-K,,Kolipakam,Apparent singleton
995,995,lie-L,,Kolipakam,"Singleton, no entry in DED"
996,996,lie-M,,Kolipakam,"Singleton, no entry in DED"
997,997,liver-A,Andronov1964;BurrowEmeneau1961[DED546],,; 
998,998,liver-A,BurrowEmeneau1961[54],,DED546
999,999,liver-A,Andronov1964;BurrowEmeneau1961[DED546],,; 
1000,1000,liver-A,Andronov1964;BurrowEmeneau1961[DED546],,; 
1001,1001,liver-B,,Kolipakam,High quality look alike
1002,1002,liver-B,,Dunn,"lookalike, poor quality"
1003,1003,liver-B,Andronov1964,,
1004,1004,liver-C,BurrowEmeneau1961[271],,DED3120
1005,1005,liver-C,BurrowEmeneau1961[271],,DED3120
1006,1006,liver-C,Andronov1964,,
1007,1007,liver-D,BurrowEmeneau1961[DED1274],,
1008,1008,liver-D,BurrowEmeneau1961[DED1274],,
1009,1009,liver-E,,Dunn,nothing similar in DED
1010,1010,liver-E,,Dunn,nothing similar in DED
1011,1011,liver-F,,Dunn,apparent singleton
1012,1012,liver-G,,Dunn,apparent singleton
1013,1013,liver-H,,Kolipakam,No obvious cognates or entry in DED
1014,1014,liver-I,,Kolipakam,No obvious cognates or entry in DED
1015,1015,liver-J,,Kolipakam,No obvious cognates or entry in DED
1016,1016,long-A,BurrowEmeneau1961[329],,DED3692
1017,1017,long-A,Andronov1964;BurrowEmeneau1961[DED3692],,"; DED3692; ""Ta. nīḷ (nīḷv-, nīṇṭ-) to be long, be great; n. length, extension, elongation, long time, duration, height, tallness, loftiness, depth, order, series, row; nīḷa to a great length or distance, all along, at a great distance; nīḷam extension, length, distance, remoteness, delay, procrastination; nīḷi (-pp-, -tt-) to be lengthened, extended, be long as time or life, last long, endure, be protracted, delayed; n. that which is long, lofty, tall person; nīḷippu prolongation; nīḷiyatu that which is long, that which is omnipresent; -- 329 -- nīṇu (nīṇi-) to go a long distance; nīṭu (nīṭi-) to grow long, be lengthened, be extended through space or time, spread, extend, abound, be copious, thrive, grow well, rise high, last long, endure, be permanent, delay; n. long time, permanence; nīṭi (-pp-, -tt-) to lengthen (time, distance, etc.), endure, last, be permanent; nīṭṭu (nīṭṭi-) to lengthen, extend, stretch out, straighten, offer as oblations, give, insert, drive into, speak at length or too much, prolong as a note, delay, procrastinate, retard, defer; nīṭṭu length as of time or space, distance; nīṭṭam length, elongation of sound, strengthening, lengthening, procrastination; nīṭṭal lengthening, extending, stretching; nīṭṭi (-pp-, -tt-) to lengthen, delay; be prolonged, endure long; nikaḷam length."""
1018,1018,long-A,BurrowEmeneau1961[DED3692],,"DED3692; ""Ma. nīḷuka to extend oneself, grow long, be delayed, protracted; nīḷa, nīḷē, nīḷavē far; nīḷam length, distance; nīḷal growing longer; nīḷ, nīr̤ length (in cpds.); nīṭu length, long; nīṭuka to be long; nīṭṭuka to lengthen, stretch out, allow to grow, delay, hold out, give; nīṭṭam length, stretching out, delay; nīṭṭal lengthening; nīṭṭu a royal handwriting, stroke, a grant of the Travancore raja, a ladder; nīṭṭikka to get lengthened, stretched."""
1019,1019,long-A,Andronov1964,,
1020,1020,long-A,BurrowEmeneau1961[DED3692],,"DED3692; ""Ta. nīḷ (nīḷv-, nīṇṭ-) to be long, be great; n. length, extension, elongation, long time, duration, height, tallness, loftiness, depth, order, series, row; nīḷa to a great length or distance, all along, at a great distance; nīḷam extension, length, distance, remoteness, delay, procrastination; nīḷi (-pp-, -tt-) to be lengthened, extended, be long as time or life, last long, endure, be protracted, delayed; n. that which is long, lofty, tall person; nīḷippu prolongation; nīḷiyatu that which is long, that which is omnipresent; -- 329 -- nīṇu (nīṇi-) to go a long distance; nīṭu (nīṭi-) to grow long, be lengthened, be extended through space or time, spread, extend, abound, be copious, thrive, grow well, rise high, last long, endure, be permanent, delay; n. long time, permanence; nīṭi (-pp-, -tt-) to lengthen (time, distance, etc.), endure, last, be permanent; nīṭṭu (nīṭṭi-) to lengthen, extend, stretch out, straighten, offer as oblations, give, insert, drive into, speak at length or too much, prolong as a note, delay, procrastinate, retard, defer; nīṭṭu length as of time or space, distance; nīṭṭam length, elongation of sound, strengthening, lengthening, procrastination; nīṭṭal lengthening, extending, stretching; nīṭṭi (-pp-, -tt-) to lengthen, delay; be prolonged, endure long; nikaḷam length."""
1021,1021,long-A,BurrowEmeneau1961[DED3692],,"DED3692; ""Ta. nīḷ (nīḷv-, nīṇṭ-) to be long, be great; n. length, extension, elongation, long time, duration, height, tallness, loftiness, depth, order, series, row; nīḷa to a great length or distance, all along, at a great distance; nīḷam extension, length, distance, remoteness, delay, procrastination; nīḷi (-pp-, -tt-) to be lengthened, extended, be long as time or life, last long, endure, be protracted, delayed; n. that which is long, lofty, tall person; nīḷippu prolongation; nīḷiyatu that which is long, that which is omnipresent; -- 329 -- nīṇu (nīṇi-) to go a long distance; nīṭu (nīṭi-) to grow long, be lengthened, be extended through space or time, spread, extend, abound, be copious, thrive, grow well, rise high, last long, endure, be permanent, delay; n. long time, permanence; nīṭi (-pp-, -tt-) to lengthen (time, distance, etc.), endure, last, be permanent; nīṭṭu (nīṭṭi-) to lengthen, extend, stretch out, straighten, offer as oblations, give, insert, drive into, speak at length or too much, prolong as a note, delay, procrastinate, retard, defer; nīṭṭu length as of time or space, distance; nīṭṭam length, elongation of sound, strengthening, lengthening, procrastination; nīṭṭal lengthening, extending, stretching; nīṭṭi (-pp-, -tt-) to lengthen, delay; be prolonged, endure long; nikaḷam length."""
1022,1022,long-A,,Verkerk,high quality look-alike
1023,1023,long-B,,Verkerk,high quality look-alike
1024,1024,long-B,,Dunn,good lookalike
1025,1025,long-B,Andronov1964;BurrowEmeneau1961[DED621],,; DED621
1026,1026,long-B,BurrowEmeneau1961[DED621],,DED621
1027,1027,long-B,BurrowEmeneau1961[DED621],,DED621
1028,1028,long-C,BurrowEmeneau1961[397],,DED4484
1029,1029,long-C,,Verkerk,high quality look-alike
1030,1030,long-C,Andronov1964;BurrowEmeneau1961[397],,; DED4484
1031,1031,long-D,,Verkerk,"Could maybe be related to DED3692: ""To. ni·ṛ- (ni·ṛy-) to be stretched out (hand); ni·ṭ- (ni·ṭy-) to stretch out (hand); ni·ḷ- (ni·ḍ-) to be stretched out straight (rope), stretch oneself over or into, peep over (wall)."" but very doubtful."
1032,1032,long-E,,Kolipakam,No obvious cognates
1033,1033,long-F,,Kolipakam,High quality look alike
1034,1034,long-F,,Kolipakam,No obvious cognates. No entry in DED
1035,1035,long-G,,Kolipakam,No obvious cognates. No entry in DED
1036,1036,louse-A,,Dunn,good lookalike
1037,1037,louse-A,Andronov1964,,"Form is not listed in DED4449, but might be a change from inital p to initial h (?)"
1038,1038,louse-A,BurrowEmeneau1961[394],,"Set 4449: ""Koḍ. pe·nï louse."""
1039,1039,louse-A,BurrowEmeneau1961[394],,DED4449
1040,1040,louse-A,,Kolipakam,DED4449
1041,1041,louse-A,Andronov1964;BurrowEmeneau1961[DED4449],,"; DED4449: ""Ta. pēṉ louse. Ma. pēn id."""
1042,1042,louse-A,BurrowEmeneau1961[394],,"Set 4449; ""Pa. pēni (pl. pēnul) id."" this conflicts with Andronov"
1043,1043,louse-A,Andronov1964;BurrowEmeneau1961[DED4449],,; DED4449: Ta. pēṉ louse.
1044,1044,louse-A,Andronov1964;BurrowEmeneau1961[394],,; Set 4449: Te. pēnu (pl. pēlu)
1045,1045,louse-A,BurrowEmeneau1961[set 4449],,set 4449: Tu. pēnů id.
1046,1046,louse-A,,Kolipakam,High quality look-alike
1047,1047,louse-B,,Verkerk,"Doesn't resemble any of the other forms, is not in DED4449 - might be somehow related to the forms in DED2625"
1048,1048,louse-C,BurrowEmeneau1961[372],,DED4203
1049,1049,louse-C,BurrowEmeneau1961[372],Verkerk,DED4203; Doesn't resemble any of the other forms
1050,1050,louse-D,,Verkerk,Doesn't resemble any of the other forms. Form cannot be found in DED. Might be related to DED833 with meaning 'rat'
1051,1051,louse-D,,Verkerk,"Resembles the other Badga form, might be some type of derivation? Form cannot be found in DED. Might be related to DED833 with meaning 'rat'."
1052,1052,louse-E,,Kolipakam,no entry in DED or similar words in list.
1053,1053,louse-F,,Kolipakam,
1054,1054,man-A,BurrowEmeneau1961[DED399],,"DED399: Koḍ. a·ḷï servant; a·ṇï, a·ṇ a·ḷï man, male; a·ŋuññi male child (< a·ṇï-kuññi)."
1055,1055,man-A,Andronov1964;BurrowEmeneau1961[DED399],,"; DED399 ""Ma. āḷ a person, able person, servant, slave; āṇ male; āṇma bravery."""
1056,1056,man-A,Andronov1964,Verkerk,"; There is no form that resembles this in DED399, but it seems similar enough to the other Tamil form."
1057,1057,man-A,Andronov1964;BurrowEmeneau1961[DED399],,"; DED399 ""Ta. āḷ man, husband, servant, labourer, adult; āḷaṉ husband; (Tinn.) āḷiyan id.; āṇ male, manliness, courage, superiority, warrior; āṇaṉ manly person; āṇmai manliness, virility, courage; āṭavaṉ man, youth."""
1058,1058,man-B,Andronov1964,,
1059,1059,man-B,,Kolipakam,Clear cognate to loanwords in Telegu and Kannada
1060,1060,man-B,Andronov1964,,
1061,1061,man-C,BurrowEmeneau1961,,"Good lookalike to Kannada, but the entire set might be a loan"
1062,1062,man-C,BurrowEmeneau1961[DED1173],,"DED1173: Ka. gaṇḍu strength, manliness, bravery; the male sex, a male, man; gaṇḍa a strong, manly male person, a husband; strength, greatness; gaṇḍasa, gaṇḍasu, gaṇḍusa, gaṇḍusu male person; gaṇḍike prowess; gaṇḍiga a valiant man; (Hav.) geṇḍã husband; geṇḍu male.."
1063,1063,man-C,BurrowEmeneau1961[111],,DED 1173
1064,1064,man-D,,Verkerk,high quality look-alike
1065,1065,man-D,BurrowEmeneau1961[DED4616],,"DED4616: Te. maga, moga male; magāṭimi manliness, bravery, prowess; magãḍu husband, man, male, king, hero; (inscr.) maganṟu son; magatanamu manliness, virility, courage, bravery, boldness, spirit; magadi male of any animal, beast or bird; maganālu wife, married woman; magapāḍi manliness, honour, bravery; magalāgu manliness; magavã̄ḍu man, male, hero; maguva woman; maguvatanamu womanhood."
1066,1066,man-E,,Verkerk,"does not seem similar to any of the other forms, nothing found in DED"
1067,1067,man-F,,Verkerk,"does not seem similar to any of the other forms, nothing found in DED"
1068,1068,man-G,,Verkerk,"does not seem similar to any of the other forms, nothing found in DED"
1069,1069,man-H,BurrowEmeneau1961[184],,DED 2030
1070,1070,man-I,,Verkerk,"does not seem similar to any of the other forms, nothing found in DED"
1071,1071,man-J,,Verkerk,"does not seem similar to any of the other forms, nothing found in DED"
1072,1072,man-K,,Verkerk,"does not seem similar to any of the other forms, nothing found in DED"
1073,1073,man-L,,Kolipakam,No obvious cognates or entry in DED
1074,1074,man-M,,Kolipakam,No obvious cognates or entry in DED
1075,1075,man-N,,Kolipakam,No obvious cognates or entry in DED
1076,1076,man-O,,Kolipakam,No obvious cognates or entry in DED
1077,1077,man-P,,Kolipakam,No obvious cognates or entry in DED
1078,1078,man-Q,,Kolipakam,No obvious cognates or entry in DED
1079,1079,man-R,,Kolipakam,No obvious cognates or entry in DED
1080,1080,many-A,Andronov1964;BurrowEmeneau1961[DED3987],,; DED3987 spelled 'palavu'
1081,1081,many-A,Andronov1964;BurrowEmeneau1961[DED3987],,; DED3987
1082,1082,many-A,Andronov1964;BurrowEmeneau1961[DED3987],,; DED3987
1083,1083,many-B,Andronov1964,,not to be found in DED
1084,1084,many-C,,Verkerk,look-alike
1085,1085,many-C,,Verkerk,look-alike
1086,1086,many-D,,Verkerk,"look-alike, not to be found in DED"
1087,1087,many-D,,Verkerk,"look-alike, not to be found in DED"
1088,1088,many-E,,Verkerk,not to be found in DED
1089,1089,many-F,,Verkerk,
1090,1090,many-G,,Verkerk,not to be found in DED
1091,1091,many-H,,Verkerk,not to be found in DED
1092,1092,many-I,,Verkerk,not to be found in DED
1093,1093,many-J,,Verkerk,not to be found in DED
1094,1094,many-K,,Dunn,apparent singleton
1095,1095,many-L,BurrowEmeneau1961[389],,DED4411
1096,1096,many-M,,Kolipakam,No cognate. Not found in DED
1097,1097,many-N,,Kolipakam,"No cognate, not found in DED"
1098,1098,many-O,,Kolipakam,"No cognate, not found in DED"
1099,1099,many-P,,Kolipakam,"No cognate, not found in DED"
1100,1100,many-Q,,Kolipakam,"No cognate, not found in DED"
1101,1101,many-R,,Kolipakam,"No cognate, not found in DED"
1102,1102,many-S,,Kolipakam,"No cognate, not found in DED"
1103,1103,meat-A,BurrowEmeneau1961[52],Dunn,set - 529; obvious cognate
1104,1104,meat-A,BurrowEmeneau1961[52],Dunn,set - 529; obvious cognate
1105,1105,meat-A,Andronov1964;BurrowEmeneau1961[52],,; set - 529
1106,1106,meat-A,,Dunn,obvious cognate
1107,1107,meat-B,Andronov1964;BurrowEmeneau1961[484],,; set - 5345
1108,1108,meat-C,Buck1949,,"PIE memso- ""flesh"""
1109,1109,meat-C,Andronov1964;Buck1949,,"; PIE memso- ""flesh"""
1110,1110,meat-C,Buck1949,,"PIE memso- ""flesh"""
1111,1111,meat-C,Buck1949,,"PIE memso- ""flesh"""
1112,1112,meat-D,BurrowEmeneau1961[129],,set - 1391
1113,1113,meat-E,BurrowEmeneau1961[406],,DED4588
1114,1114,meat-E,BurrowEmeneau1961[406],,set - 4588
1115,1115,meat-F,,Kolipakam,self identified
1116,1116,meat-F,,Kolipakam,self identified
1117,1117,meat-G,BurrowEmeneau1961,Kolipakam,DED728; self identified
1118,1118,meat-H,,Kolipakam,
1119,1119,meat-I,BurrowEmeneau1961[295],,DED3373
1120,1120,meat-I,BurrowEmeneau1961[295],,DED3373
1121,1121,meat-J,BurrowEmeneau1961[447],,DED4975
1122,1122,meat-K,,Kolipakam,No obvious cognates or entry in DED
1123,1123,meat-L,,Kolipakam,No obvious cognates or entry in DED
1124,1124,meat-M,,Kolipakam,No obvious cognates or entry in DED
1125,1125,moon-A,,Dunn,From Sanskrit chandra
1126,1126,moon-A,Andronov1964,,
1127,1127,moon-A,,Dunn,From Sanskrit chandra
1128,1128,moon-A,,Dunn,From Sanskrit chandra
1129,1129,moon-A,,Dunn,May be a form a Skt. chandra
1130,1130,moon-A,,Kolipakam,Loanword from sanskrit chandra
1131,1131,moon-A,Andronov1964,,
1132,1132,moon-A,Andronov1964,,
1133,1133,moon-A,Andronov1964,,
1134,1134,moon-A,,Dunn,From Sanskrit chandra
1135,1135,moon-B,BurrowEmeneau1961[335],,DED3754
1136,1136,moon-B,BurrowEmeneau1961[335],,DED3754
1137,1137,moon-B,BurrowEmeneau1961[DED3754],,very similar to term in related languages
1138,1138,moon-B,BurrowEmeneau1961[335],,DED3754
1139,1139,moon-B,BurrowEmeneau1961[335],,DED3754
1140,1140,moon-B,Andronov1964,,
1141,1141,moon-B,BurrowEmeneau1961[DED3754],,
